0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
-18.974829,-19.47203,-35.69037,-42.374832,-46.19633,-53.925823,-52.76977,-51.443855,-51.869606,-51.175076,-47.241688,-40.17543,-39.889427,-44.062202,-48.058666,-52.25382,-47.65553,-56.875572,-54.854095,-56.875572,-52.158028,-46.597054,-48.523567,-50.532322,-43.745735,-39.00374,-42.61881,-46.129345,-54.432068,-43.741615,-44.627605,-39.702286,-40.130253,-43.375526,-42.97409,-46.079857,-56.875572,-45.12129,-42.919624,-47.481045,-49.11315,-47.82597,-53.2196,-47.508423,-54.935394,-47.5475,-45.910255,-46.960938,-54.87349,-51.897243,-29.334393,-6.130504,5.647743,4.0147214,-8.121317,-14.9273405,-18.805393,-28.792862,-28.129099,-21.324158,-21.403305,-34.200027,-33.53626,-35.399433,-25.224,-21.95489,-20.586876,-42.135056,-27.1706,-7.978855,-0.8722187,-3.9929304,-10.648432,-22.786167,-31.600716,-25.190445,-31.543692,-30.72727,-28.903835,-27.02141,-29.82645,-28.638403,-31.352598,-39.615067,-41.40964,-40.986248,-48.57511,-46.04519,-47.959637,-48.60852,-52.858,-47.49984,-45.21681,-47.736176,-39.157555,-44.602135,-44.623337,-40.173843,-42.222515,-46.816578,-42.184654,-41.414165,-47.358974,-53.657562,-45.79212,-43.42821,-42.368523,-47.053825,-41.04634,-41.651707,-56.714485,-55.075474,-46.92718,-39.442528,-42.309822,-23.674047,-16.669767,-28.369339,-17.810638,-22.884531,-35.142982,-30.993032,-20.948204,-25.739998,-36.90164,-21.29695,-8.018562,-7.496622,-17.568604,-25.931227,-39.723297,-23.720997,-19.299461,-7.5827417,-4.766785,-11.82464,-30.53231,-29.528599,-27.95401,-28.751755,-36.40739,-49.081722,-35.4745,-28.73032,-30.63071,-37.42227,-43.68549,-44.75891,-44.502926,-39.181973,-41.30527,-44.149822,-40.468678,-56.875572,-47.13079,-48.17883,-53.392952,-42.009407,-47.097546,-50.500854,-43.69831,-41.04851,-43.894066,-46.101997,-43.122856,-45.88499
-18.966442,-19.796402,-38.204773,-45.972782,-55.708015,-54.461525,-49.954666,-49.728848,-55.330414,-45.66951,-50.856327,-40.344376,-43.984818,-54.14429,-45.82996,-47.424847,-48.973698,-56.875572,-56.443665,-52.686577,-56.875572,-47.60299,-55.092674,-42.405952,-37.732895,-37.914215,-48.54055,-48.683582,-56.875572,-46.006096,-42.29275,-43.481995,-44.242203,-49.556694,-41.998283,-48.54831,-56.875572,-48.588406,-54.965916,-47.3889,-48.201035,-56.875572,-49.15934,-44.574696,-46.869957,-48.600735,-51.870354,-51.100956,-56.875572,-49.875328,-33.29689,-6.6192093,1.2318511,-3.7989042,-9.92031,-20.912783,-21.746895,-30.348751,-30.66069,-20.721504,-19.377514,-25.899965,-30.556343,-39.73748,-22.201574,-17.742119,-22.059612,-38.743614,-29.521486,-11.85997,-0.8858923,1.6012194,-7.115869,-14.954296,-19.280693,-26.759947,-25.148708,-30.189487,-25.98161,-28.01999,-38.62335,-34.903084,-37.280804,-43.83525,-46.378334,-40.91886,-44.895775,-45.151062,-54.89235,-52.93547,-47.48204,-42.585217,-44.063744,-42.405945,-41.539402,-41.860275,-43.685783,-44.330692,-43.26316,-44.10957,-46.47616,-45.272377,-43.365646,-48.910995,-47.472782,-41.559784,-39.979378,-41.42272,-46.092854,-38.870663,-43.57153,-51.267235,-44.0776,-44.05726,-49.989697,-23.780792,-16.080513,-13.796845,-14.070134,-20.182295,-27.502625,-21.567402,-20.682922,-28.873034,-38.92459,-22.130098,-4.4733853,-3.7224698,-15.815069,-21.325207,-41.337997,-25.633707,-23.873562,-9.695833,-8.112294,-20.006195,-19.873505,-25.620075,-22.710524,-24.847149,-38.1681,-34.29951,-37.605034,-31.550365,-27.410887,-30.500315,-37.70585,-40.796505,-47.075138,-42.012894,-43.168873,-41.182053,-38.204987,-41.664246,-45.525368,-56.875572,-46.941963,-44.866825,-42.554367,-52.68053,-46.326336,-43.648838,-48.653427,-49.657818,-49.159336,-51.287045
-18.71141,-19.45728,-35.53928,-45.43476,-49.190994,-56.875572,-46.25473,-48.942066,-56.875572,-45.755405,-39.573257,-39.687294,-50.17446,-50.272938,-47.272335,-43.84249,-52.822075,-50.514523,-45.61615,-42.57245,-41.74442,-41.71705,-44.59217,-46.358128,-39.81399,-42.57729,-44.389492,-43.546318,-47.630257,-44.864418,-47.32409,-50.92694,-47.153034,-45.150345,-45.18828,-52.96368,-54.76596,-46.51461,-51.55317,-46.0029,-47.781662,-56.875572,-52.902214,-42.093727,-46.94775,-49.423313,-48.97389,-48.130844,-52.69556,-49.47419,-37.79117,-8.084242,-1.097029,-6.851635,-13.18368,-26.127813,-26.38633,-29.968754,-41.59889,-23.800184,-21.769459,-19.432953,-26.63986,-29.347351,-21.051542,-20.608692,-25.175613,-35.46353,-37.19772,-17.05791,-6.3254766,1.8194616,1.9945775,-3.290062,-12.887903,-25.50174,-25.09153,-32.001453,-28.302317,-34.04954,-29.55785,-33.331516,-37.16466,-42.95159,-42.968384,-40.3999,-43.757053,-46.293446,-47.830376,-49.462585,-47.64305,-43.79503,-53.6665,-41.427193,-54.6833,-50.08814,-53.04605,-56.875572,-56.875572,-54.071228,-56.875572,-48.640022,-40.604137,-46.591076,-51.133724,-50.817398,-45.068455,-45.614113,-37.48933,-37.420795,-42.881744,-42.82315,-40.848473,-45.051407,-56.39071,-23.421825,-19.939291,-19.50943,-13.63407,-19.983585,-22.353546,-18.576908,-28.510029,-28.874317,-48.557056,-20.521175,-2.3814287,0.9708095,-5.1674156,-18.410938,-56.875572,-29.029297,-21.231728,-11.364788,-11.938075,-20.513895,-20.678093,-19.417284,-21.594446,-24.135937,-26.453485,-28.380753,-33.29107,-37.18769,-30.893488,-34.01036,-37.097603,-39.092937,-43.21343,-56.307457,-51.264668,-41.530357,-38.37729,-47.661293,-42.769463,-42.35457,-46.832237,-46.584057,-45.26573,-43.826843,-46.22928,-56.875572,-52.556263,-56.875572,-56.875572,-56.875572
-18.360994,-18.458479,-33.768707,-45.688454,-43.596703,-44.224297,-43.4971,-46.11511,-49.4927,-45.758316,-43.336113,-41.41304,-48.086876,-49.921837,-50.425095,-44.62568,-47.90338,-45.220753,-42.01892,-44.81407,-42.378445,-41.709026,-42.105858,-48.521385,-47.804585,-42.98503,-42.03732,-43.20144,-51.60776,-45.925945,-55.553127,-47.72634,-54.082928,-49.363132,-46.10736,-51.697884,-44.54014,-44.51855,-48.20503,-43.14627,-41.270607,-44.71311,-45.299286,-39.685104,-40.397797,-45.098618,-46.528168,-47.187977,-52.060875,-50.06623,-45.539555,-10.899776,-2.1846864,-3.0980911,-11.060169,-19.485563,-31.011192,-34.844543,-20.41397,-16.681402,-18.482664,-17.800724,-31.865467,-32.476723,-24.15344,-34.387726,-32.30306,-42.782383,-38.447144,-23.256691,-19.89532,-3.0093913,3.5210493,0.5666613,-10.744926,-37.126736,-27.007824,-25.86323,-31.797106,-34.01472,-30.10484,-33.100838,-35.51578,-35.814575,-36.512432,-43.70153,-52.12806,-56.875572,-44.259624,-41.563526,-47.89682,-43.54274,-39.45804,-38.766045,-42.190666,-50.71646,-50.67164,-49.626354,-56.875572,-53.335815,-47.473682,-41.423298,-38.475338,-43.447346,-54.96124,-53.165455,-53.24224,-47.111725,-37.010094,-39.842354,-56.4319,-49.145027,-44.575367,-45.2145,-48.381725,-24.637348,-15.754738,-18.433643,-24.537975,-14.370551,-17.720095,-17.08138,-25.533737,-30.44838,-34.334175,-17.274397,-2.1611133,2.1316566,-2.0252264,-16.429808,-42.03064,-28.567833,-31.910257,-14.799542,-16.09295,-40.21266,-26.017675,-25.124178,-29.740349,-31.582695,-33.91779,-29.84949,-32.823547,-33.42862,-30.306843,-37.99544,-47.136734,-46.97239,-45.321587,-47.26127,-50.20994,-40.6863,-40.80244,-46.016483,-42.622257,-46.34117,-39.98899,-42.57895,-46.186657,-45.115395,-54.563103,-52.692722,-49.251236,-43.68185,-43.133545,-46.711098
-18.149412,-18.353203,-32.222248,-44.11959,-52.351,-42.048496,-56.04409,-48.866287,-54.50271,-45.82226,-46.105686,-42.753353,-51.873894,-43.336033,-43.269295,-55.01683,-53.86432,-45.050472,-45.53711,-56.875572,-48.106796,-56.875572,-44.639565,-45.631134,-49.366806,-41.412197,-39.608948,-42.683872,-47.773422,-48.154205,-44.684185,-43.284447,-46.455612,-41.946827,-41.95579,-42.6714,-43.801952,-47.886066,-53.834576,-40.114555,-41.613926,-46.34266,-42.795837,-42.45232,-41.796074,-45.5131,-50.00313,-47.92935,-56.875572,-48.295334,-42.71637,-14.39259,-4.539842,-7.935499,-15.961882,-16.62758,-20.068272,-27.600622,-14.10438,-8.022335,-9.374628,-21.579842,-31.104404,-39.110657,-25.450354,-26.245247,-34.305702,-50.481194,-44.287968,-39.349037,-25.646107,-8.192802,-0.69928676,-1.2442746,-12.403293,-37.206413,-30.195705,-31.419178,-47.188686,-32.7409,-32.652534,-56.875572,-50.428844,-38.712982,-41.70125,-40.29696,-43.698193,-47.416252,-52.52082,-40.38509,-40.66394,-46.275196,-43.125156,-40.67359,-44.269962,-51.616867,-50.150307,-45.03181,-44.783535,-52.42672,-45.48788,-40.703896,-43.238583,-42.99454,-49.214497,-50.18901,-48.549828,-56.875572,-37.51786,-36.250874,-45.7666,-49.90379,-56.875572,-47.00019,-52.017654,-29.429228,-9.170706,-5.7809095,-7.2429705,-14.247069,-16.900404,-22.13236,-20.585999,-27.696428,-30.812477,-15.777369,-6.2299414,-2.3250613,-3.4411037,-15.483132,-37.33708,-31.28618,-20.428558,-16.444891,-22.995985,-22.809631,-29.026134,-33.801884,-36.75103,-28.151897,-26.56789,-26.247007,-29.139889,-26.701077,-30.537346,-33.22366,-42.897015,-46.156307,-44.41163,-41.184944,-44.252663,-38.192566,-44.934914,-49.571793,-42.351116,-42.726788,-38.806274,-40.673798,-42.236305,-48.61349,-56.468094,-49.168633,-51.10913,-39.281208,-37.44998,-42.143898
-18.063736,-18.74865,-39.52788,-50.88181,-42.53112,-41.26814,-46.61984,-46.693115,-47.01324,-47.209587,-42.225082,-45.24427,-45.968838,-40.6221,-44.963623,-50.525673,-47.63681,-41.726433,-42.63272,-47.85112,-47.769436,-45.966625,-44.323902,-48.35024,-40.818085,-44.381004,-47.25296,-45.777493,-56.875572,-54.397614,-44.122856,-37.064926,-38.90352,-46.377174,-45.21646,-49.76065,-45.096302,-49.764397,-41.17283,-38.057858,-48.212166,-53.704163,-46.423943,-50.146645,-46.907616,-45.34553,-49.990067,-44.79016,-46.620117,-46.69472,-42.574593,-18.48183,-7.175086,-9.425257,-18.491077,-17.78133,-14.090067,-21.135117,-11.413359,-4.0573187,-6.851621,-23.301992,-37.735928,-32.172085,-25.741234,-24.990097,-31.695786,-44.10105,-42.83136,-47.187878,-38.023296,-15.155138,-9.232474,-8.250989,-14.539698,-28.113594,-25.749205,-32.43943,-35.591583,-34.458496,-39.379448,-36.725155,-38.29644,-40.727077,-46.73449,-42.965553,-44.8265,-47.006702,-45.21343,-44.388283,-44.839996,-48.798347,-49.603584,-53.520817,-44.278915,-47.86009,-48.01228,-43.95515,-46.87025,-43.053383,-39.972946,-43.6113,-52.102962,-48.29712,-41.085667,-39.459526,-43.6161,-52.243797,-36.66238,-35.783363,-41.673218,-49.386047,-52.644535,-42.616135,-40.705208,-31.496727,-6.8809657,0.92147565,0.08772601,-8.37568,-15.315584,-22.809368,-21.986721,-28.308107,-35.507244,-21.878487,-18.682121,-14.641143,-9.328828,-16.806559,-35.522556,-39.657623,-22.035572,-19.542442,-23.419054,-22.292213,-25.622892,-39.0515,-36.34358,-25.397871,-22.807487,-24.04522,-24.322222,-27.75818,-44.24716,-31.85107,-36.454433,-56.875572,-42.171307,-46.466328,-38.755547,-35.552486,-40.25672,-49.63068,-42.227917,-41.62017,-42.180996,-51.09014,-45.911804,-44.981995,-47.978443,-44.04057,-42.48783,-42.959183,-39.25119,-41.428856
-18.018229,-18.23323,-31.706234,-41.84858,-38.835384,-41.416325,-56.875572,-45.978203,-46.99255,-56.875572,-46.31886,-44.30773,-43.253674,-40.273304,-48.968018,-45.105843,-56.875572,-40.492775,-40.07229,-44.139004,-46.329807,-46.430084,-41.586365,-42.183556,-41.446053,-47.47254,-45.954166,-47.488754,-53.82229,-45.53362,-38.405994,-36.65031,-42.24279,-53.238396,-45.798065,-42.284855,-40.900417,-38.100677,-37.94941,-41.308403,-39.796204,-41.513294,-45.16876,-56.875572,-43.496925,-44.19012,-46.362526,-47.77516,-47.484283,-41.66178,-43.654064,-22.981869,-10.461443,-7.934021,-14.652133,-13.884282,-10.81121,-17.582079,-10.281683,-3.7176225,-7.35332,-19.621527,-36.655113,-40.83458,-29.452583,-30.208092,-34.575573,-38.66503,-34.178318,-34.290005,-27.32079,-34.385807,-20.182878,-26.632708,-16.702738,-21.81198,-24.554482,-26.625425,-39.733124,-34.458385,-34.286648,-32.31741,-40.414352,-44.946236,-43.377132,-52.814873,-51.27601,-50.23802,-47.949482,-54.983322,-53.939293,-51.865047,-47.8496,-47.324505,-44.820423,-42.358913,-41.46988,-42.767353,-45.25006,-38.16608,-39.039974,-44.748352,-48.686787,-50.635864,-45.422356,-37.84578,-38.340614,-42.806404,-37.45317,-39.233196,-56.31968,-44.759106,-43.943344,-42.652832,-43.87005,-47.740265,-6.6331577,2.182029,1.5114094,-6.879712,-15.295697,-23.096952,-26.13024,-30.6324,-55.06777,-27.563667,-24.188478,-19.914753,-17.987183,-21.234152,-37.13511,-27.649412,-30.9026,-23.197334,-27.482811,-20.024948,-28.825077,-32.239845,-30.185505,-26.256945,-28.284416,-40.169632,-29.689768,-33.282494,-32.137222,-36.046677,-37.269768,-40.159756,-41.598503,-44.919476,-40.960613,-40.102863,-36.73721,-38.71724,-51.527664,-52.96452,-51.511856,-51.935387,-47.77859,-43.91948,-47.8799,-47.335373,-45.47554,-56.875572,-46.991608,-42.842308
-17.949556,-18.64126,-36.532772,-42.955948,-40.959274,-42.90478,-47.53209,-52.800682,-49.914528,-47.671032,-53.28801,-47.403145,-45.224854,-43.992752,-42.65277,-41.492813,-41.94716,-40.949814,-43.64836,-55.833897,-48.723335,-41.91814,-43.05555,-53.723698,-43.705006,-52.41737,-44.41871,-43.80281,-48.696083,-39.866737,-38.33914,-43.321606,-51.233284,-49.186584,-41.18059,-40.900246,-46.75182,-39.870163,-40.15781,-46.95725,-40.287,-45.233196,-42.329136,-43.93778,-50.612446,-45.182552,-45.819298,-51.602997,-49.33863,-41.13025,-43.203217,-23.531006,-14.837021,-9.914081,-17.230684,-9.369632,-5.945153,-16.820541,-9.166931,-6.143218,-14.81135,-21.107765,-35.13286,-37.08521,-30.417805,-24.878002,-20.539783,-22.20587,-28.09861,-27.444983,-43.466984,-34.10589,-22.122978,-19.275396,-19.273188,-23.540583,-26.863186,-26.902037,-37.496872,-28.389778,-26.119879,-35.503105,-40.44868,-39.946968,-43.112198,-51.909286,-55.834602,-48.80796,-51.015274,-51.939972,-50.578033,-51.813507,-45.97616,-50.080494,-46.12282,-53.02197,-43.223553,-50.303802,-42.435585,-40.044804,-43.58049,-56.875572,-56.875572,-45.62133,-51.07901,-39.841705,-38.659435,-44.7977,-42.037716,-37.500874,-53.202606,-43.597927,-44.036926,-55.2211,-46.86472,-29.564638,-6.862662,-1.332352,-2.9192564,-13.448602,-24.194756,-22.52783,-25.366268,-34.88656,-39.480602,-29.665009,-23.21965,-34.1983,-24.2575,-29.244757,-32.53954,-28.627623,-26.856527,-20.295773,-16.88256,-14.63306,-19.980873,-34.144684,-29.631432,-32.80202,-43.108566,-29.751642,-31.423769,-36.291664,-39.879574,-46.603317,-45.908314,-44.04629,-48.073692,-43.67454,-49.340214,-56.875572,-40.03494,-37.56022,-43.141685,-51.051384,-56.315918,-54.475853,-50.281837,-51.97087,-50.602943,-53.093483,-51.806267,-49.6756,-45.48651,-43.807304
-17.737638,-18.620924,-38.322987,-45.789062,-56.875572,-49.306137,-56.875572,-49.69349,-43.924065,-42.491257,-45.01149,-53.85004,-56.128086,-56.875572,-50.337406,-47.67018,-43.44661,-54.7379,-43.01884,-49.600273,-52.917496,-42.571312,-46.86149,-46.985413,-46.136772,-49.414333,-48.829475,-41.977676,-45.338615,-37.660152,-39.91844,-46.74259,-46.754944,-44.854843,-40.350742,-47.08281,-53.517986,-46.671883,-45.560036,-44.130272,-45.114,-46.933533,-41.19638,-42.52218,-55.261948,-47.454338,-45.811657,-47.579197,-50.7964,-39.44506,-38.149906,-17.844473,-11.452339,-11.068992,-9.218644,-2.025971,-0.29166102,-9.851263,-9.86222,-9.539314,-19.292223,-26.637054,-51.076324,-41.88768,-34.76357,-20.764736,-12.993605,-10.993538,-14.625099,-23.817715,-29.356281,-28.80891,-28.242666,-20.493841,-23.776169,-24.914467,-21.516096,-25.283653,-29.366848,-24.354256,-24.627192,-31.957912,-36.144566,-38.16917,-45.7163,-56.12327,-56.875572,-49.56194,-44.84149,-48.301373,-56.875572,-47.924656,-45.772472,-49.320145,-45.364235,-41.44827,-40.458908,-45.001865,-45.39667,-52.36733,-44.285664,-43.575706,-43.581146,-44.972233,-50.487503,-43.747448,-42.592968,-50.32942,-36.334454,-34.370235,-39.136383,-42.220543,-45.227493,-48.747833,-50.908833,-24.43611,-8.384909,-13.135301,-11.631812,-15.267221,-30.496231,-21.36363,-22.26125,-29.721014,-34.951714,-30.27258,-25.935596,-27.226868,-29.088137,-32.917038,-31.586763,-32.943214,-25.411411,-22.420185,-12.650745,-10.451432,-18.027887,-36.56961,-32.202126,-40.56141,-37.170364,-29.073235,-28.044512,-38.10817,-38.45301,-40.437984,-43.340195,-54.6188,-46.28002,-42.723946,-42.518936,-45.65973,-42.71408,-43.0649,-45.380245,-47.54879,-51.72167,-45.790157,-45.069824,-47.413807,-50.600563,-55.98093,-53.417084,-45.890026,-42.247547,-43.869473
-17.441319,-17.375166,-29.879528,-44.202007,-47.836758,-50.900555,-56.3981,-46.437286,-44.078094,-43.769817,-49.451088,-48.246998,-49.46745,-49.51053,-49.10555,-52.063507,-43.12107,-40.89718,-44.72577,-52.835938,-51.84034,-42.628983,-44.575047,-47.126503,-55.82451,-56.875572,-51.36315,-44.757,-40.146507,-41.23282,-38.380913,-39.69435,-52.47291,-45.268482,-44.478363,-47.384125,-52.769295,-54.566364,-56.875572,-56.875572,-56.875572,-50.896667,-40.59023,-38.976864,-42.252827,-41.936584,-40.822952,-42.706894,-40.79987,-38.19709,-39.613445,-14.181291,-0.5317185,1.6296053,1.4879609,6.14346,1.0099792,-17.260197,-16.806126,-13.995562,-21.072517,-27.78446,-39.282104,-56.875572,-39.42551,-23.998402,-12.666214,-9.673321,-9.604029,-15.430275,-30.92306,-27.760553,-29.50866,-29.143482,-25.73159,-22.793142,-23.780018,-29.789082,-38.090027,-25.464748,-27.81652,-42.3544,-34.726185,-44.76454,-44.839127,-50.368866,-46.32128,-41.12654,-43.288273,-54.136116,-46.174805,-48.13393,-51.57113,-55.19722,-50.18007,-41.351715,-40.64041,-45.831676,-48.269936,-41.835526,-42.04058,-43.799698,-41.18857,-46.420982,-56.875572,-54.09357,-45.300793,-40.674477,-34.20543,-35.85424,-44.99707,-45.17286,-50.473663,-44.18914,-46.461166,-23.157644,-10.524746,-10.919262,-16.090027,-19.394743,-31.27161,-23.357758,-26.934433,-30.226288,-38.119465,-33.43698,-26.251274,-41.14906,-38.59524,-35.836544,-32.267776,-23.663462,-22.05553,-24.41074,-12.394132,-10.00504,-18.261646,-32.20839,-26.910828,-29.189232,-32.826897,-26.3066,-26.441746,-36.84401,-35.024117,-33.719124,-41.96249,-45.988964,-43.47408,-44.34046,-42.333496,-41.69489,-56.45674,-51.147057,-55.3973,-56.875572,-44.920357,-42.118996,-44.703728,-44.519997,-45.886364,-48.11493,-46.229645,-51.41485,-46.282417,-44.65269
-17.284212,-17.619436,-33.090546,-41.813507,-42.715527,-43.433758,-48.704407,-49.897095,-56.875572,-56.699253,-47.99988,-45.128117,-42.002213,-44.388348,-49.42469,-56.875572,-41.282978,-39.830185,-51.346077,-56.875572,-52.943188,-43.70081,-42.647705,-47.005608,-56.875572,-56.847134,-52.098244,-56.875572,-44.307632,-49.456894,-42.656845,-41.731056,-41.82287,-44.77032,-46.55513,-41.932343,-50.84133,-48.98602,-51.165928,-51.744637,-53.651573,-54.87336,-43.799408,-43.356583,-44.05592,-50.086533,-41.98029,-44.354572,-41.402313,-39.250996,-41.71366,-11.283787,6.1067014,11.509528,11.474039,6.5938306,-0.7086834,-19.334898,-17.86479,-19.659306,-42.090637,-29.990664,-32.361412,-37.23487,-45.484756,-25.412125,-16.186064,-23.77317,-11.762436,-11.115702,-18.972546,-25.462114,-25.98357,-36.728935,-28.126484,-23.815413,-25.141598,-27.637703,-24.676294,-25.239101,-32.564312,-42.520657,-36.80007,-36.028515,-42.408634,-42.423775,-40.8404,-38.397507,-41.498695,-48.28033,-42.787376,-46.659657,-51.977303,-49.32144,-53.787254,-46.165527,-47.15241,-56.875572,-42.25098,-40.95016,-46.394688,-56.875572,-44.221725,-44.63418,-56.875572,-56.875572,-53.701168,-56.875572,-35.52417,-37.32675,-52.95691,-47.264828,-41.049423,-39.812534,-42.852417,-21.928917,-11.557528,-12.636895,-26.411573,-24.650042,-25.206278,-24.445211,-39.787506,-41.155,-46.854904,-30.421583,-20.60711,-21.615984,-26.315603,-39.465965,-31.915361,-22.67172,-21.196001,-26.406382,-10.81862,-12.967171,-26.129112,-25.129412,-26.770863,-27.09145,-24.941895,-26.03329,-25.378876,-29.979313,-34.9442,-30.076138,-35.767105,-46.71499,-46.605396,-56.875572,-55.24025,-43.53487,-42.293243,-43.73358,-47.066936,-52.41518,-49.250435,-44.654087,-52.245937,-47.19159,-49.32385,-49.69806,-52.684105,-49.686848,-45.015175,-46.840042
-17.246632,-17.914965,-34.361336,-40.1734,-41.22203,-41.746933,-48.20887,-51.188946,-48.692078,-48.728107,-45.09632,-46.36502,-44.693764,-44.96067,-51.387783,-44.441833,-45.716022,-42.66752,-44.400578,-49.49615,-46.734497,-46.70376,-53.214954,-44.157715,-51.148266,-56.875572,-56.875572,-48.322483,-52.89051,-42.591137,-44.59468,-47.45297,-49.086426,-44.303436,-41.630142,-38.779255,-41.284378,-49.920803,-50.29277,-47.305305,-48.880684,-54.117302,-47.94006,-56.875572,-51.47283,-42.510334,-40.52806,-39.93997,-41.01551,-48.12538,-33.992504,-11.843857,9.028873,14.714577,10.450229,-3.2569108,-5.8977747,-16.892624,-20.33445,-21.453552,-34.051907,-32.30165,-31.461197,-39.15941,-27.956934,-19.857265,-18.6812,-24.696968,-18.679201,-9.499859,-15.51136,-20.978,-25.529757,-37.188984,-28.948967,-39.025734,-31.149767,-26.48359,-24.807642,-26.123209,-43.63989,-41.59908,-35.37368,-33.484966,-46.068745,-44.56656,-48.095173,-41.36881,-39.50202,-46.109104,-46.217026,-44.912037,-49.808304,-46.562706,-42.988163,-47.092594,-47.517857,-43.45297,-45.328007,-47.471844,-53.369514,-53.515907,-46.94784,-47.714638,-43.460728,-44.476776,-46.782757,-43.75,-35.697617,-34.38998,-39.864014,-43.288464,-46.839973,-43.873386,-43.196915,-22.03578,-13.188997,-19.212818,-25.77017,-34.884083,-21.480755,-22.360958,-31.121733,-48.79053,-56.875572,-26.497974,-13.942557,-13.4409,-22.36129,-35.01878,-33.549774,-27.775984,-27.589605,-14.769253,-9.379975,-14.686798,-42.787876,-32.932636,-31.091198,-30.873787,-24.50013,-42.736965,-30.990335,-26.76828,-29.481619,-31.531055,-35.975075,-53.09566,-50.893173,-46.523586,-48.425983,-47.297726,-48.26937,-43.4449,-46.48017,-53.496956,-51.394463,-56.875572,-47.519753,-50.2378,-51.6858,-54.16905,-56.875572,-49.503113,-44.916824,-52.813625
-17.137764,-17.62183,-34.813637,-47.145042,-52.60949,-48.765354,-48.27759,-47.31058,-46.241154,-42.916126,-44.158554,-56.073223,-51.99413,-41.192505,-41.03266,-44.18194,-56.875572,-47.802204,-43.210197,-47.019154,-52.629948,-47.08355,-46.630264,-43.379063,-45.021584,-56.53786,-48.583508,-44.050423,-45.785133,-43.765976,-41.311653,-41.704872,-46.337856,-46.668518,-56.875572,-39.332153,-41.61629,-56.875572,-56.875572,-50.93194,-50.16081,-54.977585,-48.463554,-49.060802,-44.72751,-39.36151,-42.921368,-45.677162,-43.038498,-49.753952,-35.056705,-12.319622,9.25836,13.990772,6.902025,-13.667912,-17.583794,-20.434319,-23.235718,-23.514421,-37.012123,-25.570541,-29.737532,-41.837257,-24.407843,-16.986786,-18.901741,-34.61655,-26.986965,-10.128455,-6.8590536,-12.080166,-29.532017,-25.652164,-30.285774,-31.27314,-34.56151,-30.310392,-39.78298,-26.79375,-31.961243,-43.316307,-35.13418,-32.57901,-40.365776,-56.875572,-45.0835,-38.96064,-38.64663,-44.037598,-46.90634,-44.08439,-41.829765,-44.211166,-48.012196,-43.795437,-43.096718,-47.674408,-45.185204,-46.027176,-47.365105,-50.607418,-42.28649,-40.826546,-37.74149,-40.566017,-42.359055,-54.76986,-37.31761,-37.51987,-43.259644,-45.132446,-52.24552,-47.41203,-43.087025,-22.958046,-13.535681,-16.35355,-20.670952,-25.755764,-27.715952,-23.354883,-30.051624,-45.039135,-46.80114,-24.607845,-8.953957,-7.797771,-17.979757,-29.574657,-37.248566,-42.833916,-31.977112,-13.116648,-9.0615635,-15.891694,-32.431576,-33.789207,-40.923943,-26.364384,-24.406797,-27.05839,-32.075954,-28.111742,-39.306934,-40.195694,-39.543427,-51.579494,-51.79852,-44.533768,-48.584084,-56.875572,-56.875572,-46.94232,-46.503983,-48.58952,-47.057766,-48.87692,-53.868484,-56.875572,-48.744503,-44.005325,-43.7303,-41.626514,-45.652027,-56.875572
